No.,Planet Name,Planet Host,Num Stars,Num Planets,Discovery Method,Discovery Year,Discovery Facility,Orbital Period Days,Orbit Semi-Major Axis,Mass,Eccentricity,Insolation Flux,Equilibrium Temperature,Spectral Type,Stellar Effective Temperature,Stellar Radius,Stellar Mass,Stellar Metallicity,Stellar Metallicity Ratio,Stellar Surface Gravity,Distance,Gaia Magnitude
4073,NGTS-6 b,NGTS-6,1,1,Transit,2019,Paranal Observatory,0.882059,0.01677,425.57437,0,,1284,,4730,0.75,0.77,0.11,[Fe/H],4.7,308.262,13.8175
4074,NGTS-8 b,NGTS-8,1,1,Transit,2019,Paranal Observatory,2.4997,0.035,295.5819,0.01,503,1345,K0 V,5241,0.98,0.89,0.24,[Fe/H],4.41,428.976,13.4954
4075,NGTS-9 b,NGTS-9,1,1,Transit,2019,Paranal Observatory,4.43527,0.058,921.707,0.06,729,1448,F8 V,6330,1.38,1.34,0.31,[Fe/H],4.37,609.128,12.6547
4076,NN Ser c,NN Ser,2,2,Eclipse Timing Variations,2010,Multiple Observatories,5573.55,5.35,2329.6,0.08,,,,,,,,,,515.818,16.5905
4077,NN Ser d,NN Ser,2,2,Eclipse Timing Variations,2010,Multiple Observatories,2883.5,3.43,731,0.19,,,,,,,,,,515.818,16.5905
4078,NSVS 14256825 b,NSVS 14256825,2,1,Eclipse Timing Variations,2019,Multiple Observatories,3225,3.12,4497.2945,0.12,,,,40000,0.19,0.42,,,,820.877,13.2452
4079,NY Vir b,NY Vir,2,2,Eclipse Timing Variations,2011,Multiple Observatories,3160,,845.4278,0.15,,,,32780,0.15,0.46,,,5.74,544.024,13.3943
4080,NY Vir c,NY Vir,2,2,Eclipse Timing Variations,2019,Winer Observatory,8799,,1760.7782,0.15,,,,32780,0.15,0.46,,,5.74,544.024,13.3943
4081,OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,1,Microlensing,2004,OGLE,,4.3,830,,,,K V,,,0.63,,,,5800,
4082,OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,1,Microlensing,2005,OGLE,,3.6,1200,,,55,,,,0.46,,,,3200,
4083,OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,Microlensing,2006,OGLE,,3.5,14.1,,,,,,,0.69,,,,4100,
4084,OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,1,Microlensing,2005,OGLE,3285,2.6,5.5,,,50,,,,0.22,,,,6600,
4085,OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,2,Microlensing,2008,OGLE,1788.5,2.3,231,,,,,,,0.51,,,,1510,
4086,OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,2,Microlensing,2008,OGLE,4927.5,4.5,86,0.15,,,,,,0.51,,,,1510,
4087,OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2,1,Microlensing,2016,OGLE,2557,2.59,80,,,,M,,,0.41,,,,2760,
4088,OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,1,Microlensing,2009,OGLE,,2.8,20,,,,,,,0.64,,,,5900,
4089,OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,2,1,Microlensing,2014,OGLE,,15,57,,,,,,,0.71,,,,8100,
4090,OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,1,Microlensing,2014,OGLE,,1.7,1500,,,,,,,0.37,,,,6800,
4091,OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,1,Microlensing,2018,OGLE,,8,60,,,,,,,0.41,,,,6100,
4092,OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,Microlensing,2012,OGLE,,2.72,170,,,,M,,,0.26,,,,2570,
4093,OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,1,Microlensing,2015,OGLE,,1.89,280,,,,,,,0.21,,,,4380,
4094,OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,2,Microlensing,2012,OGLE,,4,46.1,,,,,,,1.06,,,,4019,
4095,OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,2,Microlensing,2012,OGLE,,4.8,270,,,,,,,1.06,,,,4019,
4096,OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,1,Microlensing,2013,OGLE,,0.87,588,,,,,,,0.02,,,,1760,
4097,OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,Microlensing,2013,OGLE,,3.45,868,,,,,,,0.44,,,,4970,
4098,OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,1,Microlensing,2015,OGLE,,0.74,120,,,,,,,0.34,,,,1300,
4099,OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,1,Microlensing,2016,OGLE,,1.6,150,,,,M V,,,0.29,,,,6700,
4100,OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,Microlensing,2020,OGLE,,4.43,53.1,,,,,,,0.4,,,,6320,
4101,OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,Microlensing,2016,OGLE,,2.6,35,,,,M V,,,0.57,,,,2600,
4102,OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,Microlensing,2014,OGLE,,0.8,4100,,,,,,,0.1,,,,3040,
4103,OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,1,Microlensing,2017,OGLE,,3.6,92,,,,,,,0.54,,,,3900,
4104,OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,2,1,Microlensing,2014,OGLE,,0.702,1.66,,,,,,,0.11,,,,911,
4105,OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,1,Microlensing,2019,OGLE,,0.39,3020,,,,,,,0.29,,,,3220,
4106,OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,1,Microlensing,2017,OGLE,,2.6,200,,,,,,,0.46,,,,6300,
4107,OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,1,Microlensing,2018,OGLE,,1.8,860,,,,,,,0.33,,,,6900,
4108,OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,1,Microlensing,2015,OGLE,,3.11,160,,,,,,,0.71,,,,4100,
4109,OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,1,Microlensing,2016,OGLE,,4.4,982,,,,,,,0.62,,,,2220,
4110,OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,2,Microlensing,2018,OGLE,,1.5,55.3,,,,,,,0.4,,,,6400,
4111,OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,2,Microlensing,2018,OGLE,,1.7,83.7,,,,,,,0.4,,,,6400,
4112,OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,1,Microlensing,2016,OGLE,,1.75,180,,,,,,,0.51,,,,6860,
4113,OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,1,Microlensing,2016,OGLE,,0.73,230,,,,,,,0.1,,,,8200,
4114,OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,1,Microlensing,2016,KMTNet,,1.6,1100,,,,,,,0.3,,,,1200,
4115,OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,1,Microlensing,2016,OGLE,,2.7,21,,,,,,,0.38,,,,3300,
4116,OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,1,Microlensing,2019,OGLE,,2.07,807,,,,,,,0.34,,,,4230,
4117,OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,1,Microlensing,2019,OGLE,,2.62,17.9,,,,,,,0.55,,,,6700,
4118,OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,1,Microlensing,2020,OGLE,,0.85,138,,,,,,,0.08,,,,7070,
4119,OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,1,Microlensing,2017,OGLE,,5.4,1300,,,,,,,0.13,,,,6500,
4120,OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,2,1,Microlensing,2017,OGLE,,6.4,1330,,,,,,,0.72,,,,3410,
4121,OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,1,Microlensing,2019,OGLE,,1.7,140,,,,,,,0.3,,,,3730,
4122,OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,1,Microlensing,2017,OGLE,1224,2.17,4253,,,,,,,0.88,,,,6770,
4123,OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,1,Microlensing,2017,OGLE,,1.16,1.43,,,,,,,0.08,,,,3910,
4124,OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,1,Microlensing,2020,OGLE,,3.4,250,,,,,,,0.1,,,,,
4125,OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,1,Microlensing,2018,OGLE,,3.913,3.269,,,,,,,0.4,,,,4705,
4126,OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,1,Microlensing,2018,OGLE,,2.424,127,,,,,,,0.25,,,,5915,
4127,OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,1,Microlensing,2020,OGLE,,3.5,130,,,,,,,0.56,,,,5200,
4128,OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,1,Microlensing,2018,OGLE,,1.8,9,,,,,,,0.2,,,,5800,
4129,OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,1,Microlensing,2020,OGLE,,4.06,160,,,,,,,0.7,,,,3950,
4130,OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,1,Microlensing,2020,OGLE,,3.92,1760,,,,,,,0.55,,,,5670,
4131,OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,1,Microlensing,2018,OGLE,,1.02,505,,,,,,,0.21,,,,,
4132,OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,1,Microlensing,2020,OGLE,,3.04,3585,,,,,,,0.81,,,,3930,
4133,OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,1,Microlensing,2018,OGLE,,1.18,4.43,,,,,,,0.23,,,,860,
4134,OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,1,Microlensing,2018,OGLE,,0.59,240,,,,,,,0.04,,,,7490,
4135,OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,1,1,Microlensing,2021,OGLE,,2.72,101.70509,,,,,,,0.25,,,,7060,
4136,OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,Microlensing,2019,OGLE,,0.97,13.93,,,,,,,0.23,,,,5650,
4137,OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,1,Microlensing,2020,OGLE,,0.63,3.96,,,,,,,0.12,,,,7580,
4138,OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,Microlensing,2019,OGLE,5480,5,1500,0,,,G V,5912,,1,-0.24,[Fe/H],4.5,3200,
4139,OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,1,1,Microlensing,2021,OGLE,,3.59,425.89007,,,,,,,0.54,,,,6500,
4140,OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,2,Microlensing,2019,OGLE,,1.8,570,,,,,,,0.18,,,,7100,
4141,OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,2,Microlensing,2019,OGLE,,0.8,890,,,,,,,0.18,,,,7100,
4142,OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,1,1,Microlensing,2021,OGLE,,1.54,8.4,,,,,,,0.37,,,,7400,
4143,OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,Microlensing,2020,OGLE,,4.51,210,,,,,,,1.11,,,,2510,
4144,OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,1,Microlensing,2021,OGLE,,3.3,240,,,,,,,0.43,,,,6220,
4145,OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,2,1,Microlensing,2020,OGLE,,2.8,1400,,,,,,,0.42,,,,7600,
4146,OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,2,1,Microlensing,2021,OGLE,,1.23,162.09249,,,,,,,0.27,,,,6980,
4147,OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,1,1,Microlensing,2021,OGLE,,2.65,4513.16338,,,,,,,0.8,,,,3630,
4148,OGLE-TR-10 b,OGLE-TR-10,1,1,Transit,2004,OGLE,3.101278,0.0434,197.046,,,,,5950,1.17,1.14,,,,1344.97,15.6845
4149,OGLE-TR-111 b,OGLE-TR-111,1,1,Transit,2004,OGLE,4.0144463,0.0473,,,,,,,0.83,,,,,1068.33,16.5277
4150,OGLE-TR-113 b,OGLE-TR-113,1,1,Transit,2004,OGLE,1.4324752,0.02289,400.449,,,,,4790,0.77,0.78,,,,566.459,15.443
4151,OGLE-TR-132 b,OGLE-TR-132,1,1,Transit,2004,OGLE,1.689868,0.03035,375.02,,,2013,,6210,1.32,1.3,0.37,[Fe/H],4.31,2012.62,16.4883
4152,OGLE-TR-182 b,OGLE-TR-182,1,1,Transit,2007,OGLE,3.9791,0.051,320.995,0,,,,5924,1.14,1.14,,,,2501.75,16.6783
4153,OGLE-TR-211 b,OGLE-TR-211,1,1,Transit,2007,OGLE,3.67724,0.051,327.351,0,,,,6325,1.64,1.33,,,,1515.26,15.0702
4154,OGLE-TR-56 b,OGLE-TR-56,1,1,Transit,2002,OGLE,1.2119189,0.02383,441.77,,,2212,,6050,,,,,,,
4155,OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,Transit,2008,OGLE,2.4855335,0.0308,1430.175,,,,,6933,1.53,1.52,,,,1627.63,14.5637
4156,Oph 11 b,Oph 11,1,1,Imaging,2006,Gemini Observatory,7300000,243,4449.62,,,2175,M9,2375,,0.02,,,4.25,,18.912
4157,PDS 70 b,PDS 70,1,2,Imaging,2018,Paranal Observatory,,20,953.49,0.19,,1204,,3972,,,,,,113.064,11.5848
4158,PDS 70 c,PDS 70,1,2,Imaging,2019,European Southern Observatory,,34,635.66,0.11,,995,,3972,,,,,,113.064,11.5848
4159,PH1 b,PH1,4,1,Transit,2012,Kepler,138.317,0.652,169,0.0702,,481,F,6407,1.73,1.53,0.21,[Fe/H],4.14,1033.16,13.6988
4160,PH2 b,PH2,1,1,Transit,2013,Kepler,282.5255,0.828,,0.41,,281,,5629,1,0.94,-0.078,[Fe/H],4.41,343.863,12.5811
4161,POTS-1 b,POTS-1,1,1,Transit,2013,La Silla Observatory,3.1606296,0.03734,734.16,,,,K5 V,4400,0.59,0.69,-0.03,[Fe/H],4.63,747.959,17.2604
4162,PSR B0329+54 b,PSR B0329+54,1,1,Pulsar Timing,2017,Multiple Facilities,10140,10.26,1.97,0.236,,,,,,1.44,,,,,20.1861
4163,PSR B1257+12 b,PSR B1257+12,1,3,Pulsar Timing,1994,Arecibo Observatory,25.262,0.19,0.02,0,,,,,,1.4,,,,600,
4164,PSR B1257+12 c,PSR B1257+12,1,3,Pulsar Timing,1992,Arecibo Observatory,66.5419,0.36,4.3,0.0186,,,,,,1.4,,,,600,
4165,PSR B1257+12 d,PSR B1257+12,1,3,Pulsar Timing,1992,Arecibo Observatory,98.2114,0.46,3.9,,,,,,,1.4,,,,600,
4166,PSR B1620-26 b,PSR B1620-26,2,1,Pulsar Timing,2003,Hubble Space Telescope,,23,794.575,,,,,,,1.35,,,,,
4167,PSR J1719-1438 b,PSR J1719-1438,1,1,Pulsar Timing,2011,Parkes Observatory,0.09070629,0.0044,382.8,0.06,,,,4500,,1.4,,,,1200,
4168,PSR J2322-2650 b,PSR J2322-2650,1,1,Pulsar Timing,2017,Parkes Observatory,0.322964,0.0102,252.64307,0.0017,,,,,,1.4,,,,230,
4169,Pr0201 b,Pr0201,1,1,Radial Velocity,2012,Fred Lawrence Whipple Observatory,4.4264,0.06,171.6282,0,,,,6174,1.15,1.24,0.19,[Fe/H],4.41,180.64,10.3508
4170,Pr0211 b,Pr0211,2,2,Radial Velocity,2012,Fred Lawrence Whipple Observatory,2.1461,0.03176,597.5204,0.011,,,,5300,0.83,0.94,0.18,[Fe/H],4.51,182.714,11.9281
4171,Pr0211 c,Pr0211,2,2,Radial Velocity,2016,Roque de los Muchachos Observatory,4850,5.5,2475.8957,0.71,,,,5300,0.83,0.94,0.18,[Fe/H],4.51,182.714,11.9281
4172,Proxima Cen b,Proxima Cen,3,1,Radial Velocity,2016,European Southern Observatory,11.186,0.0485,1.27,0.35,0.65,234,M5.5 V,3050,0.14,0.12,,,,1.30119,8.95361
4173,Qatar-1 b,Qatar-1,1,1,Transit,2010,Qatar,1.4200242,0.02332,411.27202,0,,1418,,5013,0.8,0.84,0.171,[Fe/H],4.55,185.615,12.4764
4174,Qatar-10 b,Qatar-10,1,1,Transit,2019,Qatar,1.645321,0.0286,233.92288,0,,1955,F7 V,6124,1.25,1.16,0.016,[Fe/H],4.3,559.068,12.6978
4175,Qatar-2 b,Qatar-2,1,1,Transit,2011,Qatar,1.33711647,0.02153,792.635,0,,1344,,4645,0.78,0.74,0.02,[m/H],4.53,181.374,13.0276
4176,Qatar-3 b,Qatar-3,1,1,Transit,2017,Qatar,2.5079204,0.03783,1369.8473,0,1330,1681,G0 V,6007,1.27,1.15,-0.041,[Fe/H],4.29,735.601,12.8203
4177,Qatar-4 b,Qatar-4,1,1,Transit,2017,Qatar,1.8053564,0.02803,1938.763,0,614,1385,K1 V,5215,0.85,0.9,0.103,[Fe/H],4.53,329.036,13.4114
4178,Qatar-5 b,Qatar-5,1,1,Transit,2017,Qatar,2.8792319,0.04127,1373.0256,0,669,1415,G2 V,5747,1.08,1.13,0.377,[Fe/H],4.43,367.658,12.5241
4179,Qatar-6 b,Qatar-6,2,1,Transit,2017,Qatar,3.506195,0.0423,212.31044,0,,1006,K2 V,5052,0.72,0.82,-0.025,[Fe/H],4.64,100.848,11.1249
4180,Qatar-7 b,Qatar-7,1,1,Transit,2019,Qatar,2.032046,0.0352,597.5204,0,,2053,F4 V,6387,1.56,1.41,0.276,[Fe/H],4.2,705.981,12.9275
4181,Qatar-8 b,Qatar-8,1,1,Transit,2019,Qatar,3.71495,0.0474,117.91493,0,,1457,G0 V,5738,1.31,1.03,0.025,[Fe/H],4.21,281.498,11.3494
4182,Qatar-9 b,Qatar-9,1,1,Transit,2019,Qatar,1.540731,0.0234,378.2177,0,,1134,K5 V,4309,0.7,0.72,0.252,[Fe/H],4.61,213.771,13.6871
4183,ROXs 12 b,ROXs 12,2,1,Imaging,2013,W. M. Keck Observatory,,210,5085,,,,M0,3850,,0.87,,,,136.65,13.2655
4184,ROXs 42 B b,ROXs 42 B,2,1,Imaging,2013,Multiple Observatories,,157,2860,,,1975,M0,,,1,,,,143.59,13.1164
4185,RR Cae b,RR Cae,2,1,Eclipse Timing Variations,2012,Leoncito Astronomical Complex,4343.5,5.3,1334.886,0,,,M,,,0.44,,,,21.1916,13.6576
4186,Ross 128 b,Ross 128,1,1,Radial Velocity,2017,La Silla Observatory,9.8658,0.0496,1.4,0.116,1.38,301,M4,3192,0.2,0.17,-0.02,[M/H],,3.37454,9.59067
4187,Ross 458 c,Ross 458,2,1,Imaging,2010,Las Campanas Observatory,,1100,1906.98,,,,,3646,0.56,0.56,,,4.68,11.5094,8.90809
4188,SR 12 AB c,SR 12 AB,2,1,Imaging,2010,Infrared Survey Facility,,,4131.62,,,,,,,,,,,,12.1811
4189,SWEEPS-11 b,SWEEPS-11,1,1,Transit,2006,Hubble Space Telescope,1.796,0.03,3082.82,,,,,,1.45,1.1,,,,,
4190,SWEEPS-4 b,SWEEPS-4,1,1,Transit,2006,Hubble Space Telescope,4.2,0.055,1207.7,,,,,,1.18,1.24,,,,,
4191,TAP 26 b,TAP 26,1,1,Radial Velocity,2017,Multiple Facilities,10.79,0.0968,527.5978,,,,,4620,1.17,1.04,,,4.5,121.402,11.8101
4192,TCP J05074264+2447555 b,TCP J05074264+2447555,1,1,Microlensing,2018,Multiple Observatories,,0.94,20,,,,,,,0.59,,,,505,
4193,TIC 172900988 b,TIC 172900988 Aa,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),200.452,0.90281,942,0.0271,,,F9,6050,1.38,1.24,0.34,[Fe/H],4.25,250.956,10.0477
4194,TIC 237913194 b,TIC 237913194,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),15.168865,0.1207,617.22586,0.575,,974,G3,5788,1.09,1.03,0.14,[Fe/H],4.38,306.063,11.9371
4195,TIC 257060897 b,TIC 257060897,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.660028,0.051,212.94503,0.03,,1762,,,1.82,1.32,,,,505.703,11.6659
4196,TOI-1062 b,TOI-1062,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.11296,0.052,10.15,0.177,232,1077,G9 V,5328,0.84,0.94,0.14,[Fe/H],4.55,82.1733,10.0008
4197,TOI-1062 c,TOI-1062,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),7.972,0.08,9.78,0.14,95,859,G9 V,5328,0.84,0.94,0.14,[Fe/H],4.55,82.1733,10.0008
4198,TOI-1130 b,TOI-1130,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),4.066499,0.04394,,0.22,,810,K7,4250,0.69,0.68,0.2,[Fe/H],4.6,58.2609,10.9028
4199,TOI-1130 c,TOI-1130,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.350381,0.07098,309.56642,0.047,,637,K7,4250,0.69,0.68,0.2,[Fe/H],4.6,58.2609,10.9028
4200,TOI-1201 b,TOI-1201,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.4919863,0.0287,6.28,0,40.6,703,M2.0 V,3476,0.51,0.51,0.05,[Fe/H],4.8,37.8871,12.0966
4201,TOI-122 b,TOI-122,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.07803,0.0392,,0,8.8,471,M3 V,3403,0.33,0.31,,,4.88,62.118,14.3357
4202,TOI-1231 b,TOI-1231,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),24.245586,0.1288,15.4,0.087,1.93,330,M3 V,3553,0.48,0.48,0.041,[Fe/H],4.77,27.6227,11.36
4203,TOI-1235 b,TOI-1235,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.444717,0.03826,5.9,,60.3,775,M0.5 V,3997,0.62,0.63,0.33,[Fe/H],4.64,39.6345,10.8492
4204,TOI-125 b,TOI-125,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.65382,0.05186,9.5,0.194,185,1037,K0 V,5320,0.85,0.86,-0.02,[Fe/H],4.52,111.059,10.718
4205,TOI-125 c,TOI-125,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),9.15059,0.0814,6.63,0.066,77.59,828,K0 V,5320,0.85,0.86,-0.02,[Fe/H],4.52,111.059,10.718
4206,TOI-125 d,TOI-125,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),19.98,0.137,13.6,0.168,26.7,638,K0 V,5320,0.85,0.86,-0.02,[Fe/H],4.52,111.059,10.718
4207,TOI-1259 A b,TOI-1259 A,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.477978,0.0407,140.16233,0,,963,,4775,0.71,0.74,-0.5,[Fe/H],4.61,118.106,11.8104
4208,TOI-1260 b,TOI-1260,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.12748,0.0366,8.6,0,91,860,K6 V,4227,0.65,0.66,-0.1,[Fe/H],4.57,73.5977,11.5743
4209,TOI-1260 c,TOI-1260,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),7.49325,0.0656,11.8,0,28.4,643,K6 V,4227,0.65,0.66,-0.1,[Fe/H],4.57,73.5977,11.5743
4210,TOI-1266 b,TOI-1266,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.894843,0.0736,13.5,0.09,4.9,413,M3,3600,0.42,0.45,-0.5,[Fe/H],4.85,36.0118,12.1222
4211,TOI-1266 c,TOI-1266,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),18.80151,0.1058,2.2,0.04,2.3,344,M3,3600,0.42,0.45,-0.5,[Fe/H],4.85,36.0118,12.1222
4212,TOI-1278 b,TOI-1278,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),14.47567,0.095,5879.82553,0.013,,,M0 V,3799,0.57,0.54,-0.01,[Fe/H],4.68,75.5759,12.7543
4213,TOI-1296 b,TOI-1296,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.9443715,0.0497,94.71287,0.055,,1562,,5603,1.66,1.17,0.44,[Fe/H],4.05,323.265,11.2912
4214,TOI-1298 b,TOI-1298,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.537164,0.059,113.14691,0.032,,1388,,5889,1.41,1.44,0.49,[Fe/H],4.39,319.036,11.4038
4215,TOI-132 b,TOI-132,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2.1097019,0.026,22.4,0.059,860,1395,G8 V,5397,0.9,0.97,0.16,[Fe/H],4.48,163.678,11.3208
4216,TOI-1333 b,TOI-1333,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.720219,0.0626,753.2571,0.073,,1679,,6274,1.93,1.46,0.119,[Fe/H],4.03,200.492,9.35039
4217,TOI-1338 b,TOI-1338,2,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),95.174,0.4607,33,0.088,,,,6050,1.33,1.13,0.01,[Fe/H],4,399.017,11.8764
4218,TOI-1431 b,TOI-1431,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.650237,0.046,991.62463,0.0022,5300,2370,Am C,7690,1.92,1.9,0.09,[Fe/H],4.15,148.925,7.97561
4219,TOI-1444 b,TOI-1444,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.4702694,,3.87,0,,,,5430,0.91,0.93,0.13,[Fe/H],4.49,125.463,10.6417
4220,TOI-1444 c,TOI-1444,1,2,Radial Velocity,2021,W. M. Keck Observatory,16.066,,11.8,0,,,,5430,0.91,0.93,0.13,[Fe/H],4.49,125.463,10.6417
4221,TOI-1478 b,TOI-1478,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.180249,0.0903,270.47333,0.024,,918,,5597,1.05,0.95,0.078,[Fe/H],4.37,152.892,10.6624
4222,TOI-150.01,TOI-150,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.857487,0.07037,797.7533,0.262,,1404,F,6255,1.53,1.35,0.28,[Fe/H],4.13,336.267,11.3408
4223,TOI-1518 b,TOI-1518,1,1,Transit,2021,Multiple Observatories,1.902603,0.0389,731.00534,0.01,,2492,F0,7300,1.95,1.79,-0.1,[Fe/H],4.1,225.888,8.89529
4224,TOI-157 b,TOI-157,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2.0845435,0.03138,375.0394,0,1062,1588,G9 IV,5404,1.17,0.95,0.24,[Fe/H],4.28,355.683,12.5143
4225,TOI-1601 b,TOI-1601,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),5.331751,0.06864,314.6517,0.036,,1619,,5948,2.19,1.52,0.329,[Fe/H],3.94,336.608,10.5276
4226,TOI-163 b,TOI-163,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.231306,0.058,387.7526,0,,1669,F,6495,1.65,1.44,0.22,[Fe/H],4.19,411.719,11.2193
4227,TOI-1634 b,TOI-1634,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.989343,0.01545,4.91,0.16,121,924,M2,3550,0.45,0.5,0.23,[Fe/H],4.83,35.2736,12.1965
